product_id,product_names,sale_offs,sales_prices,origin_prices,purchases,num_raters,ratings,categories_str,category_id,name_len,category_len
481,Áo thun nam Tokui phối sọc trẻ trung - Đỏ,0.42,145000,250000,233,3,87,Áo thun,2,41,7
482,Áo Thun Cặp Basix năng động - Đen,0.325427822,252918.8976,279000,266,1,80,Áo thun,2,33,7
483,Áo thun nam nữ Green họa tiết - B,0.42,145000,250000,233,3,87,Áo thun,2,33,7
484,Áo thun nam thể thao năng động - Đỏ,0.14,249000,289000,162,1,80,Áo thun,2,35,7
485,Áo thun nam cổ tim thanh lịch - Xanh đen,0.35,150000,230000,136,1,80,Áo thun,2,40,7
486,Áo Thun Cặp Basix năng động - Tím,0.33,210000,313000,241,1,80,Áo thun,2,33,7
487,Combo 2 áo thun nam thời trang,0.33,210000,313000,241,1,80,Áo thun,2,30,7
488,Áo Thun Cặp Basix năng động - Vàng,0.42,145000,250000,233,3,87,Áo thun,2,34,7
489,Áo thun nam KUMAS cổ tim - Xanh dương,0.3,169000,240000,244,1,80,Áo thun,2,37,7
490,Áo thun cá sấu nam cổ cách điệu 08 - Xanh,0.33,135000,201000,134,1,80,Áo thun,2,41,7
491,Áo thể thao 24H ALIEN AMOUR A095 - Xanh,0.325427822,252918.8976,279000,266,1,80,Áo thun,2,39,7
492,Áo thun nam KUMAS cổ tim - Đen,0.33,120000,179000,240,1,80,Áo thun,2,30,7
493,Áo Thun cặp in hình baby dễ thương - B,0.42,145000,250000,233,3,87,Áo thun,2,38,7
494,Áo thun nam Wise thời trang - Xám,0.16,220000,262000,273,1,80,Áo thun,2,33,7
495,Áo Thun Nam Cổ Trụ Basic - Xám,0.33,210000,313000,241,1,80,Áo thun,2,30,7
496,Áo thun nam phối sọc thời trang - Xám,0.26,129000,175000,181,1,80,Áo thun,2,37,7
497,Áo nam cổ bẻ thun mè Phi Mã siêu mát - Xanh,0.38,240000,387000,248,1,80,Áo thun,2,43,7
498,Áo thun nam KUMAS cổ tim - Đỏ,0.39,170000,280000,133,1,80,Áo thun,2,29,7
499,Áo thun nam thể thao năng động - Xám,0.14,249000,289000,162,1,80,Áo thun,2,36,7
500,Áo thun nam Tokui phối sọc gợn sóng - Xanh đen,0.16,220000,262000,273,1,80,Áo thun,2,46,7
501,Áo thun cá sấu nam sọc ngang 011 - Hồng,0.42,145000,250000,233,3,87,Áo thun,2,39,7
502,Áo thun nam cổ tim thanh lịch - Trắng,0.49,179000,350000,204,1,80,Áo thun,2,37,7
503,Áo thun cặp trái tim phong cách - Đen,0.38,185000,299000,299,1,100,Áo thun,2,37,7
504,Áo Thun Cặp Basix năng động - Xanh dương,0.14,249000,289000,162,1,80,Áo thun,2,40,7
505,Áo thun nam Tokui phối sọc gợn sóng - Đỏ,0.42,145000,250000,233,3,87,Áo thun,2,40,7
506,Áo thun cặp phối màu cá tính - Xám,0.16,220000,262000,351,1,80,Áo thun,2,34,7
507,Áo Thun cặp in hình baby dễ thương - C,0.33,210000,313000,241,1,80,Áo thun,2,38,7
508,Áo thun nam Wise thời trang - Đen,0.26,129000,175000,181,1,80,Áo thun,2,33,7
509,Áo thun nam Wise thời trang - Xanh dương,0.325427822,252918.8976,220000,138,1,80,Áo thun,2,40,7
510,Áo Thun Cặp Basix năng động - Hồng,0.38,240000,387000,248,1,80,Áo thun,2,34,7
511,Áo thun nam Tokui phối sọc trẻ trung - Xanh lá,0.33,195000,290000,273,1,80,Áo thun,2,46,7
512,Áo thun nam thể thao BENPLAY legend - Xanh ngọc,0.325427822,252918.8976,279000,266,1,80,Áo thun,2,47,7
513,Áo Thun Cặp Basix năng động - Xanh lá,0.42,145000,250000,233,3,87,Áo thun,2,37,7
514,Áo thun nam nữ Green họa tiết - A,0.39,175000,287000,162,1,80,Áo thun,2,33,7
515,Áo thun nam Wise thời trang - Đỏ đô,0.35,220000,338000,235,1,80,Áo thun,2,35,7
516,Áo thun nam cổ đứng Blue - Xanh dương,0.3,183000,260000,148,1,80,Áo thun,2,37,7
517,Áo thun nam in hình mạnh mẽ - Trắng,0.3,133000,190000,236,1,80,Áo thun,2,35,7
518,Áo Thun cặp in hình baby dễ thương - A,0.35,150000,230000,136,1,80,Áo thun,2,38,7
519,Áo thun nam KUMAS cổ tim - Xanh lá,0.38,240000,387000,248,1,80,Áo thun,2,34,7
520,Áo thun nam in hình mạnh mẽ - Xanh đen,0.3,133000,190000,236,1,80,Áo thun,2,38,7
521,Áo thun nam Tokui phối sọc trẻ trung - Xanh ngọc,0.325427822,252918.8976,279000,266,1,80,Áo thun,2,48,7
522,Áo thể thao 24H ALIEN AMOUR A095 - Đen,0.33,210000,313000,241,1,80,Áo thun,2,38,7
523,Áo thun nam 3 lỗ họa tiết lính AKUBA 936 - Nâu,0.16,220000,262000,351,1,80,Áo thun,2,46,7
524,Áo thun nam Wise thời trang - Trắng,0.33,210000,313000,241,1,80,Áo thun,2,35,7
525,Áo thun nam Wise thời trang - Xanh đen,0.33,120000,179000,240,1,80,Áo thun,2,38,7
526,Áo Thun Cặp Basix năng động - Trắng,0.39,170000,280000,123,1,80,Áo thun,2,35,7
527,Áo thể thao 24H ALIEN AMOUR A095 - Xám,0.16,220000,262000,273,1,80,Áo thun,2,38,7
528,Áo thun nam Akuba nam tính - Đỏ,0.44,118000,211000,244,2,80,Áo thun,2,31,7
529,Áo thun nam thể thao cực chất - Xám,0.32,136000,200000,271,1,80,Áo thun,2,35,7
530,Áo thun nam cổ tròn năng động T'man - Nude,0.18,165000,200000,186,1,80,Áo thun,2,42,7
531,Áo thun nam cổ lọ phối kéo S.Boss - Xanh đen,0.325427822,252918.8976,189500,179,1,80,Áo thun,2,44,7
532,Áo thun cặp LO-VE - Xanh đen,0.35,117000,180000,246,1,80,Áo thun,2,28,7
533,Áo thun nam cực mốt AKUBA NT2003 - Trắng,0.325427822,252918.8976,180000,187,1,80,Áo thun,2,40,7
534,Áo thun basic đốm màu năng động - Xanh dương,0.46,109000,200000,239,1,80,Áo thun,2,44,7
535,Áo thun nam cổ tim style - Xanh rêu,0.38,183000,295000,352,2,80,Áo thun,2,35,7
536,Áo thun nam cổ tròn năng động T'man - Xanh,0.325427822,252918.8976,260000,190,1,80,Áo thun,2,42,7
537,Áo thun nam Benplay thể thao - Xanh,0.38,129000,208000,227,1,80,Áo thun,2,35,7
538,Áo thun nam cổ tròn Wild Spirit ECO JEAN - Trắng,0.35,117000,180000,246,1,80,Áo thun,2,48,7
539,Áo thun nam in hổ 3D Phi Mã - Đen,0.55,187000,419000,224,1,80,Áo thun,2,33,7
540,Áo Nhật nam nữ unisex - B,0.325427822,252918.8976,180000,187,1,80,Áo thun,2,25,7
541,Áo thun nam basic AKUBA 1541 - Tím,0.325427822,252918.8976,260000,245,1,80,Áo thun,2,34,7
542,Áo thun basic đốm màu năng động - Gạch,0.38,185000,300000,119,1,80,Áo thun,2,38,7
543,Áo thun cặp EXO - Đen,0.34,185000,280000,121,1,100,Áo thun,2,21,7
544,Áo thun nam phối sọc Tokui Japan - Đen,0.39,108000,176000,295,12,82,Áo thun,2,38,7
545,Áo thun nam cổ tròn năng động T'man - Xanh rêu,0.38,183000,295000,258,2,80,Áo thun,2,46,7
546,Áo thun cặp in số 66 - Trắng,0.37,118000,187000,280,1,80,Áo thun,2,28,7
547,Áo thun nam Phi Mã in 3D độc đáo - Đen,0.32,136000,200000,271,1,80,Áo thun,2,38,7
548,Áo thun nam cực mốt AKUBA NT2003 - Đen,0.325427822,252918.8976,189500,179,1,80,Áo thun,2,38,7
549,Áo thun nam Tiger mạnh mẽ - Xanh rêu,0.325427822,252918.8976,260000,245,1,80,Áo thun,2,36,7
550,Áo thun nam cổ tim style - Đen,0.35,117000,180000,246,1,80,Áo thun,2,30,7
551,Áo thun cặp tay phối màu cá tính - Trắng,0.325427822,252918.8976,220000,214,1,80,Áo thun,2,40,7
552,Áo thun nam nữ sọc ngang cá tính - Trắng,0.37,139000,221000,303,4,80,Áo thun,2,40,7
553,Áo thun nam tay dài Black and White - Trắng,0.29,185000,260000,172,1,80,Áo thun,2,43,7
554,Áo thun nam thể thao cực chất - Đen,0.325427822,252918.8976,180000,187,1,80,Áo thun,2,35,7
555,Áo thun nam phối sọc Tokui Japan - Vàng,0.325427822,252918.8976,189500,179,1,80,Áo thun,2,39,7
556,Áo thun cặp lông vũ style - Đen,0.31,159000,230000,244,1,80,Áo thun,2,31,7
557,Áo Thun DAVIE cổ tròn năng động DA001 - Xanh đen,0.38,275000,444000,276,3,80,Áo thun,2,48,7
558,Áo thun cặp Pusple - Trắng,0.325427822,252918.8976,260000,245,1,80,Áo thun,2,26,7
559,Áo thun basic đốm màu năng động - Xanh lá,0.34,185000,280000,121,1,100,Áo thun,2,41,7
560,Áo Thun DAVIE cổ tròn năng động DA001 - Xám,0.325427822,252918.8976,189500,179,1,80,Áo thun,2,43,7
561,Áo Nhật nam nữ unisex - C,0.38,206000,332000,368,1,80,Áo thun,2,25,7
562,Áo Nhật nam nữ unisex - A,0.39,108000,176000,363,2,80,Áo thun,2,25,7
563,Áo thun nam cổ tròn năng động T'man - Đen,0.32,205000,300000,185,1,80,Áo thun,2,41,7
564,Áo nam sát nách thun lạnh Phi Mã - Trắng,0.325427822,252918.8976,225000,244,1,80,Áo thun,2,40,7
565,Áo thun nam nữ cá tính - Trắng,0.28,151000,210000,149,1,80,Áo thun,2,30,7
566,Áo thun nam cực mốt AKUBA NT2003 - Xám,0.325427822,252918.8976,189500,179,1,80,Áo thun,2,38,7
567,Áo thun nam cổ tròn năng động T'man - Xám,0.325427822,252918.8976,180000,187,1,80,Áo thun,2,41,7
568,Áo thun nam nữ phối sọc Unisex - Đỏ,0.325427822,252918.8976,220000,214,1,80,Áo thun,2,35,7
569,Áo Thun DAVIE cổ tròn năng động DA001 - Đỏ,0.325427822,252918.8976,215000,169,1,80,Áo thun,2,42,7
570,Áo thun nam basic chấm bi - Xanh đen,0.37,118000,187000,280,1,80,Áo thun,2,36,7
571,Áo thun nam thể thao cực chất - Trắng,0.32,136000,200000,271,1,80,Áo thun,2,37,7
572,Áo thun nam nữ sọc ngang - Đen,0.325427822,252918.8976,220000,214,1,80,Áo thun,2,30,7
573,Áo thun nam basic chấm bi - Trắng,0.38,183000,295000,186,2,80,Áo thun,2,33,7
574,Áo Thun DAVIE cổ tròn năng động DA001 - Xanh,0.32,205000,300000,185,1,80,Áo thun,2,44,7
575,Áo thun nam phối sọc Tokui Japan - Hồng,0.34,185000,280000,121,1,100,Áo thun,2,39,7
576,Áo nam COLO phối màu CL3337979 - Đỏ đô,0.38,155000,250000,504,1,80,Áo thun,2,38,7
577,Áo nam COLO ba lỗ phối CL3337979 - Đen,0.3,130000,186000,273,1,80,Áo thun,2,38,7
578,Áo thun nam Alex ATCT-001 Whats up - Trắng,0.38,155000,250000,504,1,80,Áo thun,2,42,7
579,Áo thun nam tay dài cổ tim sành điệu - Xanh,0.37,135000,214000,193,1,80,Áo thun,2,43,7
580,Áo thun nam tay dài cá tính - Đen,0.01,98000,99000,308,1,80,Áo thun,2,33,7
581,Áo thun nam phối sọc cá tính - Xanh,0.06,212000,225000,218,1,80,Áo thun,2,35,7
582,Áo thun nam cổ bẻ thời trang - Đỏ,0.38,155000,250000,504,1,80,Áo thun,2,33,7
583,Áo ba lỗ nam JACKIES B004 - Xanh đen,0.37,125000,199000,209,1,80,Áo thun,2,36,7
584,Áo thun nam Alex ATCT-001 năng động - Trắng,0.325427822,252918.8976,249000,176,1,80,Áo thun,2,43,7
585,Áo nam COLO ba lỗ phối CL3337979 - Trắng,0.32,150000,221000,160,1,80,Áo thun,2,40,7
586,Áo thun nam cổ tim sọc ngang - Nâu,0.38,170000,275000,165,1,80,Áo thun,2,34,7
587,Áo thun nam tay dài cổ tim sành điệu - Xanh đen,0.01,98000,99000,308,1,80,Áo thun,2,47,7
588,Áo nam COLO phối màu CL3337979 - Xanh ngọc,0.4,150000,250000,181,1,80,Áo thun,2,42,7
589,Áo ba lỗ nam JACKIES B004 - Xanh,0.37,135000,214000,193,1,80,Áo thun,2,32,7
590,Áo ba lỗ nam JACKIES B004 - Đen,0.37,125000,198000,167,1,80,Áo thun,2,31,7
591,Áo thun nam nữ tay dài phối màu - Xanh,0.325427822,252918.8976,249000,176,1,80,Áo thun,2,38,7
592,Áo nam COLO phối màu CL3337979 - Đen,0.325427822,252918.8976,249000,176,1,80,Áo thun,2,36,7
593,Áo thun nam cổ tim Simple - Trắng,0.32,150000,221000,160,1,80,Áo thun,2,33,7
594,Áo thun nam Alex ATCT-001 Whats up - Đen,0.06,212000,225000,218,1,80,Áo thun,2,40,7
595,Áo thun nam nữ sọc phối màu fashion - Xám,0.01,98000,99000,308,1,80,Áo thun,2,41,7
596,Áo ba lỗ nam JACKIES B004 - Xám,0.37,125000,199000,209,1,80,Áo thun,2,31,7
597,Áo ba lỗ nam JACKIES B004 - Xám đậm,0.38,170000,275000,165,1,80,Áo thun,2,35,7
598,Áo thun nam cổ bẻ thời trang - Xám,0.3,130000,186000,273,1,80,Áo thun,2,34,7
599,Áo thun nam phối sọc thời trang 012 - Xanh,0.325427822,252918.8976,290000,206,1,80,Áo thun,2,42,7
600,Áo thun nam cổ tim sọc ngang - Xám,0.33,190000,284000,211,1,80,Áo thun,2,34,7
601,Áo nam COLO phối màu CL3337979 - Trắng,0.3,130000,186000,273,1,80,Áo thun,2,38,7
602,Áo thun nam cổ bẻ thời trang - Vàng,0.37,170000,270000,110,1,80,Áo thun,2,35,7
603,Áo thun nam tay dài phối nút - Đen,0.36,214000,334000,201,1,80,Áo thun,2,34,7
604,Áo thun nam tay dài cổ tim sành điệu - Đỏ,0.38,155000,250000,504,1,80,Áo thun,2,41,7
605,Áo thun nam tay dài cổ tim sành điệu - Xanh rêu,0.4,150000,250000,181,1,80,Áo thun,2,47,7
606,Áo thun nam cổ tim 3 sao - Xanh lính,0.45,109000,198000,319,1,80,Áo thun,2,36,7
607,Áo thun nam nữ họa tiết năng động - Trắng,0.38,183000,295000,267,1,80,Áo thun,2,41,7
608,Áo thun nam tay dài cổ tim sành điệu - Đen,0.01,98000,99000,308,1,80,Áo thun,2,42,7
609,Áo thể thao nam T-shirt ALIEN ARMOUR P001 - Trắng,0.38,155000,250000,504,1,80,Áo thun,2,49,7
610,Áo thun nam nữ họa tiết năng động - Đen,0.35,125000,192000,359,1,80,Áo thun,2,39,7
611,Áo thun nam phối sọc cá tính - Trắng,0.35,125000,192000,359,1,80,Áo thun,2,36,7
612,Áo thun nam Alex ATCT-001 năng động - Đen,0.06,212000,225000,218,1,80,Áo thun,2,41,7
613,Áo thun nam cổ tim sọc ngang - Xanh đen,0.39,170000,280000,150,1,80,Áo thun,2,39,7
614,Áo thun nam tay dài cổ tim sành điệu - Trắng,0.325427822,252918.8976,249000,176,1,80,Áo thun,2,44,7
615,Áo thun nam tay dài cổ tim sành điệu - Xanh cổ vịt,0.32,150000,221000,160,1,80,Áo thun,2,50,7
616,Áo nam COLO ba lỗ phối CL3337979 - Xanh dương,0.325427822,252918.8976,249000,176,1,80,Áo thun,2,45,7
617,Combo 2 áo thun nam cổ tim Indo siêu bền,0.38,155000,250000,504,1,80,Áo thun,2,40,7
618,Áo thun nam tay dài cá tính - Xanh lá,0.35,125000,192000,359,1,80,Áo thun,2,37,7
619,Áo nam COLO phối màu CL3337979 - Xanh dương,0.33,190000,284000,202,1,80,Áo thun,2,43,7
620,Áo thun nam tay dài cá tính - Xám,0.01,98000,99000,308,1,80,Áo thun,2,33,7
621,Áo thun nam phối sọc màu thời trang 010 - Xanh,0.4,150000,250000,181,1,80,Áo thun,2,46,7
622,Áo thun nam Alex ATCT-001 năng động - Xanh đen,0.38,155000,250000,504,1,80,Áo thun,2,46,7
623,Áo thun nam tay dài cổ tim sành điệu - Xám,0.38,155000,250000,504,1,80,Áo thun,2,42,7
624,Set áo váy cặp phối màu Blue - Xanh dương,0.34,203000,308000,413,33,80,Áo thun,2,41,7
625,Áo thun cặp Marine Club - Trắng,0.4,185000,308000,320,13,80,Áo thun,2,31,7
626,Áo thun cá sấu nam Phi Mã cotton - Trắng,0.31,179000,260000,142,1,80,Áo thun,2,40,7
627,Áo thun cặp Face 03 - Trắng,0.35,185000,285000,508,6,80,Áo thun,2,27,7
628,Áo thun nam REQ thời trang - Xanh đen,0.29,140000,197000,184,1,80,Áo thun,2,37,7
629,Áo thun nam nữ start - Xám,0.39,118000,193000,276,1,80,Áo thun,2,26,7
630,Áo thun cặp Tokyo City - Đen,0.33,203000,303000,253,10,80,Áo thun,2,28,7
631,Áo thun nam cổ tim Blue - Trắng,0.36,120000,188000,600,2,80,Áo thun,2,31,7
632,Áo thun nam sành điệu AKUBA NT637 - Trắng,0.325427822,252918.8976,250000,179,1,80,Áo thun,2,41,7
633,Áo thun cặp Go.Forward - Xanh đen,0.37,185000,294000,246,5,80,Áo thun,2,33,7
634,Áo thun nam Alex ATCT-001 Master Simple - Đen,0.38,170000,275000,241,1,80,Áo thun,2,45,7
635,Áo thun nam tay phối sọc thời trang - Xám,0.41,117000,197000,472,1,80,Áo thun,2,41,7
636,Áo Thun Unisex Basix xẻ tà phong cách - Đen,0.38,109000,175000,374,6,80,Áo thun,2,43,7
637,Áo thun nam tay dài đơn giản - Đen,0.32,119000,175000,213,1,80,Áo thun,2,34,7
638,Áo thun nam cổ tim VN - Trắng,0.4,138000,230000,167,1,80,Áo thun,2,29,7
639,Áo thun nam MCM - Trắng,0.37,125000,198000,304,1,80,Áo thun,2,23,7
640,Áo Thun Unisex Basix xẻ tà phong cách - Tím,0.38,109000,175000,374,6,80,Áo thun,2,43,7
641,Áo thun cặp Go.Forward - Xám,0.37,185000,294000,246,5,80,Áo thun,2,28,7
642,Áo thun cặp Marine Club - Đen,0.4,185000,308000,320,13,80,Áo thun,2,29,7
643,Áo thun cặp gấu Panda - Trắng,0.35,185000,285000,258,3,80,Áo thun,2,29,7
644,Áo thun nam họa tiết độc đáo - Xanh đen,0.45,165000,300000,158,1,80,Áo thun,2,39,7
645,Áo thun nam sành điệu AKUBA NT637 - Đen,0.325427822,252918.8976,250000,179,1,80,Áo thun,2,39,7
646,Áo thun cặp nam nữ họa tiết sắc màu - Nâu,0.29,189000,265000,227,1,80,Áo thun,2,41,7
647,Áo thun nam cổ tim Lambor - Trắng,0.38,105000,169000,399,1,80,Áo thun,2,33,7
648,Áo thun nam cổ tim Blue - Xanh đen,0.36,120000,188000,600,2,80,Áo thun,2,34,7
649,Áo thun nam tay dài Onymax phối - Đen,0.39,165000,270000,197,1,80,Áo thun,2,37,7
650,Áo thun cặp Youcode - Đen,0.34,203000,308000,164,1,80,Áo thun,2,25,7
651,Áo thun cặp Monster - Đen,0.38,203000,327000,187,1,80,Áo thun,2,25,7
652,Áo thun nam Ollist trẻ trung - Đỏ đô,0.36,135000,211000,253,1,80,Áo thun,2,36,7
653,Áo thun nam cổ tròn Benplay đơn giản - Xanh đen,0.32,170000,250000,222,1,80,Áo thun,2,47,7
654,Áo thun nam Ollist trẻ trung - Xám,0.36,135000,211000,253,1,80,Áo thun,2,34,7
655,Áo thun nam tay dài Chica - Xanh đen,0.38,120000,194000,246,1,80,Áo thun,2,36,7
656,Áo thun nam in sói đêm 3D Phi Mã - Tím,0.29,185000,260000,209,1,80,Áo thun,2,38,7
657,Áo thun nam tay dài 2 màu AKUBA - Trắng,0.325427822,252918.8976,280000,102,1,80,Áo thun,2,39,7
658,Áo thun cặp Face 03 - Đỏ,0.35,185000,285000,508,6,80,Áo thun,2,24,7
659,Áo thun nam Tokui Japan 150023 - Hồng,0.16,210000,250000,310,1,80,Áo thun,2,37,7
660,Áo thun nam REQ thời trang - Trắng,0.29,140000,197000,184,1,80,Áo thun,2,34,7
661,Áo thun nam Alex ATCT-001 Master Simple - Trắng,0.38,170000,275000,241,1,80,Áo thun,2,47,7
662,Áo thun nam Maxxi Color - Trắng,0.2,135000,169000,310,1,80,Áo thun,2,31,7
663,Áo thun dài tay nam/nữ Ultear - Trắng,0.33,120000,179000,247,1,80,Áo thun,2,37,7
664,Áo thể thao nam cao cấp ALIEN ARMOUR HG04 - Trắng,0.325427822,252918.8976,409000,183,1,80,Áo thun,2,49,7
665,Áo thun nam tay dài đơn giản - Xám,0.32,119000,175000,213,1,80,Áo thun,2,34,7
666,Áo thun nam tay dài đơn giản - Xanh,0.32,119000,175000,213,1,80,Áo thun,2,35,7
667,Áo Thun Unisex Basix xẻ tà phong cách - Xanh dương,0.38,109000,175000,374,6,80,Áo thun,2,50,7
668,Áo thun nam phối màu cá tính S.Boss - Xanh đen,0.589674683,149000,605000,165,1,80,Áo thun,2,46,7
669,Áo thun nam Ollist trẻ trung - Đen,0.36,135000,211000,253,1,80,Áo thun,2,34,7
670,Áo thun nam tay dài đơn giản - Tím,0.32,119000,175000,213,1,80,Áo thun,2,34,7
671,Áo Thun Unisex Basix xẻ tà phong cách - Trắng,0.38,109000,175000,374,6,80,Áo thun,2,45,7
672,Áo thun nam phối túi thời trang - Trắng,0.37,130000,206000,232,1,80,Áo thun,2,40,7
673,Áo thun nam chấm bi sành điệu - Xanh đen,0.45,109000,197000,359,2,80,Áo thun,2,40,7
674,Áo thun nam tay dài phong cách - Trắng,0.38,115000,185000,271,1,80,Áo thun,2,38,7
675,Áo thun nam hươu cao cổ trẻ trung - Xám,0.24,138000,182000,264,1,80,Áo thun,2,39,7
676,Áo Thun Unisex Basix xẻ tà phong cách - Hồng,0.35,135000,208000,244,1,80,Áo thun,2,44,7
677,Áo thun nam The tree trẻ trung - Trắng,0.38,109000,175000,374,6,80,Áo thun,2,38,7
678,Áo thun nam tay dài phong cách - Xám,0.39,165000,270000,192,1,80,Áo thun,2,36,7
679,Áo thun nam tay dài cao cấp S.Boss - Đen,0.33,120000,179000,274,1,80,Áo thun,2,40,7
680,Áo thun nam họa tiết thổ cẩm - Đỏ đô,0.35,135000,208000,244,1,80,Áo thun,2,36,7
681,Áo thun nam siêu thể thao BENPLAY - Đỏ,0.38,109000,175000,374,6,80,Áo thun,2,38,7
682,Áo thun body nam phối sọc ngang thời trang 04 - Xám,0.37,135000,214000,353,1,80,Áo thun,2,51,7
683,Áo thun nam nữ in 3D Cọp dũng mãnh - B,0.42,135000,233000,309,1,80,Áo thun,2,38,7
684,Áo Thun Unisex Basix xẻ tà phong cách - Đỏ đô,0.37,135000,214000,353,1,80,Áo thun,2,45,7
685,Áo thun nam tay dài phong cách - Xanh cổ vịt,0.45,109000,197000,359,2,80,Áo thun,2,44,7
686,Áo thun nam phối túi thời trang - Xám,0.37,135000,214000,353,1,80,Áo thun,2,38,7
687,Áo thun nam tay dài thời trang - Xanh đen,0.35,135000,208000,244,1,80,Áo thun,2,41,7
688,Áo thun nam Lamb thể thao - Xám,0.26,129000,175000,197,1,80,Áo thun,2,31,7
689,Áo thun nam cổ tròn phong cách - Trắng,0.33,120000,179000,274,1,80,Áo thun,2,38,7
690,Áo thun nam tay dài Simple - Xám,0.33,120000,179000,274,1,80,Áo thun,2,32,7
691,Áo thun nam túi sọc cá tính - Xám,0.45,109000,197000,359,2,80,Áo thun,2,33,7
692,Áo thun nam phối túi Black - Đen,0.42,135000,233000,309,1,80,Áo thun,2,32,7
693,Áo thun nam cổ tròn phong cách - Đỏ,0.38,115000,185000,271,1,80,Áo thun,2,35,7
694,Áo thun dài tay unisex TAHW thu đông - Trắng,0.35,135000,208000,244,1,80,Áo thun,2,44,7
695,Áo Thun Unisex Basix xẻ tà phong cách - Vàng,0.325427822,252918.8976,200000,273,2,80,Áo thun,2,44,7
696,Áo thun nam tay dài phong cách - Xanh rêu,0.37,130000,206000,232,1,80,Áo thun,2,41,7
697,Áo thun Unisex in hình mèo 3D - Đen,0.26,129000,175000,197,1,80,Áo thun,2,35,7
698,Áo thun nam tay dài phong cách - Đen,0.589674683,165000,713000,275,1,100,Áo thun,2,36,7
699,Áo thun nam tay dài phong cách - Xám đậm,0.39,175000,287000,250,1,80,Áo thun,2,40,7
700,Áo thun dài tay unisex TAHW thu đông - Xám,0.37,122000,194000,222,1,80,Áo thun,2,42,7
701,Áo thun nam phối sọc cá tính - Trắng,0.36,128000,200000,238,1,80,Áo thun,2,36,7
702,Áo thun nam TOKUI JAPAN Romance PLM160002 - Tím,0.37,122000,194000,222,1,80,Áo thun,2,47,7
703,Áo thun nam cổ tròn phong cách - Đen,0.35,135000,208000,244,1,80,Áo thun,2,36,7
704,Áo thun nam tay dài thời trang - Xám,0.39,165000,270000,192,1,80,Áo thun,2,36,7
705,Áo Thun Unisex Basix xẻ tà phong cách - Xanh lá,0.35,135000,208000,244,1,80,Áo thun,2,47,7
706,Áo thun dài tay unisex TAHW thu đông - Xanh đen,0.38,115000,185000,271,1,80,Áo thun,2,47,7
707,Áo thun nam The tree trẻ trung - Xám,0.29,175000,246000,236,1,80,Áo thun,2,36,7
708,Áo thun nam tay dài phong cách - Đỏ đô,0.38,109000,175000,374,6,80,Áo thun,2,38,7
709,Áo thun nam phối túi thời trang - Xanh đen,0.37,122000,194000,222,1,80,Áo thun,2,43,7
710,Áo Thun Unisex Basix xẻ tà phong cách - Xanh dương,0.38,155000,250000,141,1,80,Áo thun,2,50,7
711,Áo thun dài tay unisex TAHW thu đông - Đen,0.35,135000,208000,244,1,80,Áo thun,2,42,7
712,Áo thun nam phối viền cá tính Tokui - Tím,0.38,109000,175000,374,6,80,Áo thun,2,41,7
713,Áo thun nam tay dài thời trang - Đen,0.27,143000,196000,235,1,80,Áo thun,2,36,7
714,Áo thun nam tay dài Simple - Đen,0.38,109000,175000,374,6,80,Áo thun,2,32,7
715,Áo thun nam Lamb thể thao - Đen,0.325427822,252918.8976,268000,210,1,80,Áo thun,2,31,7
716,Áo thun nam phối sọc sành điệu - Xám,0.3,129000,185000,243,1,80,Áo thun,2,36,7
717,Áo thun nam The tree trẻ trung - Đen,0.38,130000,210000,196,1,80,Áo thun,2,36,7
718,Áo thun nam hươu cao cổ trẻ trung - Xanh đen,0.45,109000,197000,359,2,80,Áo thun,2,44,7
719,Áo thun nam nữ in 3D Cọp dũng mãnh - A,0.37,170000,270000,154,1,80,Áo thun,2,38,7
720,Quần tây nam Mốt Trẻ thời trang AQP038 - Đen,0.18,399000,485000,117,1,80,Quần tây,3,44,8
721,Quần tây nam công sở thời trang - Xám,0.325427822,252918.8976,345000,124,1,80,Quần tây,3,37,8
722,Quần tây nam công sở Vũ Tuấn XL007-4 - Đen,0.325427822,252918.8976,430000,142,1,80,Quần tây,3,42,8
723,Quần tây Mốt Trẻ lịch lãm AQP001 - Đen,0.18,399000,485000,117,1,80,Quần tây,3,38,8
724,Quần kaki nam túi viền kiểu lịch lãm - Nâu,0.325427822,252918.8976,425000,210,1,80,Quần tây,3,42,8
725,Quần kaki nam trơn KUMAS 5095 - Đen,0.325427822,252918.8976,389000,205,1,80,Quần tây,3,35,8
726,Quần tây Mốt Trẻ sang trọng AQP009 - Xám đậm,0.325427822,252918.8976,459000,270,1,80,Quần tây,3,44,8
727,Quần Âu Nam Ống Côn Sắc Đen Sang Trọng - Đen,0.18,399000,485000,245,1,80,Quần tây,3,44,8
728,Quần kaki nam túi mổ thời trang - Kem,0.18,399000,485000,214,1,80,Quần tây,3,37,8
729,Quần tây nam Mốt Trẻ BQP104 - Đen,0.325427822,252918.8976,389000,205,1,80,Quần tây,3,33,8
730,"Quần kaki Nam Kumas nam tính 16004-01,2,4 - Xanh đen",0.18,399000,485000,145,1,80,Quần tây,3,52,8
731,Quần kaki nam trơn KUMAS 5095 - Xám,0.18,399000,485000,214,1,80,Quần tây,3,35,8
732,Quần tây nam công sở Vũ Tuấn XLSL004-2 - Xám,0.325427822,252918.8976,339000,282,1,80,Quần tây,3,44,8
